"Area","CancerType","Year","Sex","Race","AgeAdjustedRate","CaseCount","Population"
"Nebraska","All Types of Cancer",2017,"Female","AAPI","247.1","47",28433
"Minnesota","All Types of Cancer",2017,"Female","AAPI","280.8","310",152991
"Oklahoma","All Types of Cancer",2017,"Female","AAPI","356.2","159",55789
"Arkansas","All Types of Cancer",2017,"Female","AAPI","366.2","93",32468
"Iowa","All Types of Cancer",2017,"Female","AAPI","270.3","78",44508
"Florida","All Types of Cancer",2017,"Female","AAPI","227.7","933",372343
"Wisconsin","All Types of Cancer",2017,"Female","AAPI","264.1","172",94302
"North Carolina","All Types of Cancer",2017,"Female","AAPI","254.9","372",178806
"South Dakota","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",8004
"Pennsylvania","All Types of Cancer",2017,"Female","AAPI","290.1","661",254017
"Hawaii","All Types of Cancer",2017,"Female","AAPI","395.4","2619",523609
"Kentucky","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",40977
"Alabama","All Types of Cancer",2017,"Female","AAPI","223.8","84",43664
"Maine","All Types of Cancer",2017,"Female","AAPI","197","20",10086
"South Carolina","All Types of Cancer",2017,"Female","AAPI","268.1","126",51689
"Louisiana","All Types of Cancer",2017,"Female","AAPI","252.3","114",47027
"Vermont","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",6891
"Arizona","All Types of Cancer",2017,"Female","AAPI","221.7","336",156885
"Ohio","All Types of Cancer",2017,"Female","AAPI","236.2","316",156565
"North Dakota","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",6881
"New Jersey","All Types of Cancer",2017,"Female","AAPI","288.5","1399",466004
"New Hampshire","All Types of Cancer",2017,"Female","AAPI","181.4","36",22222
"New York","All Types of Cancer",2017,"Female","AAPI","340.8","3462",952548
"Illinois","All Types of Cancer",2017,"Female","AAPI","279.5","1155",401887
"Indiana","All Types of Cancer",2017,"Female","AAPI","206.7","131",86992
"Massachusetts","All Types of Cancer",2017,"Female","AAPI","261.4","594",262246
"Michigan","All Types of Cancer",2017,"Female","AAPI","240.1","371",179709
"Connecticut","All Types of Cancer",2017,"Female","AAPI","251.1","209",93997
"Nevada","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","246.3","121",57899
"Colorado","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","207.5","168",106564
"Georgia","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","110.4","55",59973
"Texas","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","180.1","458",316433
"New Mexico","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","271.8","546",240543
"Utah","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","225.4","76",54127
"California","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","155.1","935",772742
"Oregon","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","297.2","229",91698
"Virginia","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","126.5","55",51197
"Mississippi","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","254.4","42",19244
"West Virginia","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",4680
"Wyoming","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","353.3","45",17322
"Tennessee","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","75.5","22",33461
"Rhode Island","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","197.2","16",12494
"Montana","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","588.3","331",76956
"Maryland","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","168.5","54",41521
"Idaho","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","347.1","96",34797
"Missouri","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","109.6","48",43958
"Alaska","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","542.1","537",127766
"Kansas","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",42425
"District of Columbia","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",5123
"Delaware","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",6959
"Nebraska","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","411.2","65",31288
"Minnesota","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","544.6","311",86967
"Oklahoma","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","555.2","1910",421435
"Arkansas","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","187.1","56",33169
"Iowa","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","355.9","41",18471
"Florida","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","145.1","170",116771
"North Carolina","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","305.4","455",172539
"South Dakota","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","469.3","240",84287
"Pennsylvania","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","173.2","76",57119
"Hawaii","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","701.2","40",6494
"Kentucky","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",14008
"Alabama","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","116.2","49",37281
"Maine","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","400.7","47",11354
"South Carolina","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","133.8","37",29901
"Louisiana","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","155","57",39864
"Vermont","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",3170
"Arizona","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","248","757",401632
"Washington","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","427.1","541",171004
"Ohio","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","96.6","42",43211
"North Dakota","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","633.9","167",44943
"New Jersey","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",63063
"New Hampshire","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",5113
"New York","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",223829
"Illinois","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",88170
"Wisconsin","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","532","305",75185
"Indiana","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","89.7","29",32155
"Massachusetts","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","117.4","38",39955
"Michigan","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","437.8","353",91379
"Connecticut","All Types of Cancer",2017,"Male and Female","American Indian/Alaska Native","125.1","26",23027
"Nevada","All Types of Cancer",2017,"Male","American Indian/Alaska Native","249","56",28707
"Colorado","All Types of Cancer",2017,"Male","American Indian/Alaska Native","207.3","77",53772
"Georgia","All Types of Cancer",2017,"Male","American Indian/Alaska Native","122.9","31",31132
"Texas","All Types of Cancer",2017,"Male","American Indian/Alaska Native","173.9","214",162031
"New Mexico","All Types of Cancer",2017,"Male","American Indian/Alaska Native","269.2","232",117114
"Utah","All Types of Cancer",2017,"Male","American Indian/Alaska Native","239.8","37",27269
"California","All Types of Cancer",2017,"Male","American Indian/Alaska Native","149.2","418",389978
"Oregon","All Types of Cancer",2017,"Male","American Indian/Alaska Native","243.7","87",46520
"Virginia","All Types of Cancer",2017,"Male","American Indian/Alaska Native","154.7","34",26574
"Mississippi","All Types of Cancer",2017,"Male","American Indian/Alaska Native","270.8","19",9524
"West Virginia","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",2494
"Wyoming","All Types of Cancer",2017,"Male","American Indian/Alaska Native","347.8","23",8759
"Tennessee","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",17540
"Rhode Island","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",6163
"Montana","All Types of Cancer",2017,"Male","American Indian/Alaska Native","617.6","161",38221
"Maryland","All Types of Cancer",2017,"Male","American Indian/Alaska Native","213.7","33",21159
"Idaho","All Types of Cancer",2017,"Male","American Indian/Alaska Native","327.2","43",17429
"Missouri","All Types of Cancer",2017,"Male","American Indian/Alaska Native","81.7","19",22179
"Alaska","All Types of Cancer",2017,"Male","American Indian/Alaska Native","553.2","249",64667
"Kansas","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",21313
"District of Columbia","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",2717
"Delaware","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",3456
"Nebraska","All Types of Cancer",2017,"Male","American Indian/Alaska Native","404.1","31",15658
"Minnesota","All Types of Cancer",2017,"Male","American Indian/Alaska Native","579.4","149",43420
"Oklahoma","All Types of Cancer",2017,"Male","American Indian/Alaska Native","601.7","931",208240
"Arkansas","All Types of Cancer",2017,"Male","American Indian/Alaska Native","223.2","32",16554
"Iowa","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",9143
"Florida","All Types of Cancer",2017,"Male","American Indian/Alaska Native","163.9","95",60461
"North Carolina","All Types of Cancer",2017,"Male","American Indian/Alaska Native","317.7","220",85377
"South Dakota","All Types of Cancer",2017,"Male","American Indian/Alaska Native","504.7","114",41665
"Pennsylvania","All Types of Cancer",2017,"Male","American Indian/Alaska Native","204.3","38",28543
"Hawaii","All Types of Cancer",2017,"Male","American Indian/Alaska Native","770.3","24",3514
"Kentucky","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",7255
"Alabama","All Types of Cancer",2017,"Male","American Indian/Alaska Native","129.1","29",18762
"Maine","All Types of Cancer",2017,"Male","American Indian/Alaska Native","453.8","26",5595
"South Carolina","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",15401
"Louisiana","All Types of Cancer",2017,"Male","American Indian/Alaska Native","171.9","31",19903
"Vermont","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",1625
"Arizona","All Types of Cancer",2017,"Male","American Indian/Alaska Native","249.1","339",198075
"Washington","All Types of Cancer",2017,"Male","American Indian/Alaska Native","397.8","237",85994
"Ohio","All Types of Cancer",2017,"Male","American Indian/Alaska Native","82","18",21474
"North Dakota","All Types of Cancer",2017,"Male","American Indian/Alaska Native","635.5","76",22129
"New Jersey","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",32085
"New Hampshire","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",2672
"New York","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",111435
"Illinois","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",45154
"Wisconsin","All Types of Cancer",2017,"Male","American Indian/Alaska Native","526.9","142",37611
"Indiana","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",16207
"Massachusetts","All Types of Cancer",2017,"Male","American Indian/Alaska Native","103.1","16",20250
"Michigan","All Types of Cancer",2017,"Male","American Indian/Alaska Native","449.4","166",44872
"Connecticut","All Types of Cancer",2017,"Male","American Indian/Alaska Native","Data Suppressed","Data Suppressed",11648
"Nevada","All Types of Cancer",2017,"Female","American Indian/Alaska Native","249.9","65",29192
"Colorado","All Types of Cancer",2017,"Female","American Indian/Alaska Native","215","91",52792
"Georgia","All Types of Cancer",2017,"Female","American Indian/Alaska Native","99.1","24",28841
"Texas","All Types of Cancer",2017,"Female","American Indian/Alaska Native","187.9","244",154402
"New Mexico","All Types of Cancer",2017,"Female","American Indian/Alaska Native","282","314",123429
"Utah","All Types of Cancer",2017,"Female","American Indian/Alaska Native","207","39",26858
"California","All Types of Cancer",2017,"Female","American Indian/Alaska Native","161.5","517",382764
"Virginia","All Types of Cancer",2017,"Female","American Indian/Alaska Native","98.9","21",24623
"Mississippi","All Types of Cancer",2017,"Female","American Indian/Alaska Native","259.8","23",9720
"West Virginia","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",2186
"Wyoming","All Types of Cancer",2017,"Female","American Indian/Alaska Native","358.8","22",8563
"Tennessee","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",15921
"Rhode Island","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",6331
"Montana","All Types of Cancer",2017,"Female","American Indian/Alaska Native","569","170",38735
"Maryland","All Types of Cancer",2017,"Female","American Indian/Alaska Native","129.5","21",20362
"Idaho","All Types of Cancer",2017,"Female","American Indian/Alaska Native","365.5","53",17368
"Alaska","All Types of Cancer",2017,"Female","American Indian/Alaska Native","544.9","288",63099
"Kansas","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",21112
"Oregon","All Types of Cancer",2017,"Female","American Indian/Alaska Native","356.2","142",45178
"District of Columbia","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",2406
"Missouri","All Types of Cancer",2017,"Female","American Indian/Alaska Native","135.6","29",21779
"Delaware","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",3503
"Nebraska","All Types of Cancer",2017,"Female","American Indian/Alaska Native","407.7","34",15630
"Minnesota","All Types of Cancer",2017,"Female","American Indian/Alaska Native","517.3","162",43547
"Oklahoma","All Types of Cancer",2017,"Female","American Indian/Alaska Native","526.5","979",213195
"Arkansas","All Types of Cancer",2017,"Female","American Indian/Alaska Native","154.4","24",16615
"Iowa","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","26",9328
"Florida","All Types of Cancer",2017,"Female","American Indian/Alaska Native","131","75",56310
"North Carolina","All Types of Cancer",2017,"Female","American Indian/Alaska Native","297.8","235",87162
"South Dakota","All Types of Cancer",2017,"Female","American Indian/Alaska Native","445.6","126",42622
"Pennsylvania","All Types of Cancer",2017,"Female","American Indian/Alaska Native","151.5","38",28576
"Hawaii","All Types of Cancer",2017,"Female","American Indian/Alaska Native","630.3","16",2980
"Kentucky","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",6753
"Alabama","All Types of Cancer",2017,"Female","American Indian/Alaska Native","102.7","20",18519
"Maine","All Types of Cancer",2017,"Female","American Indian/Alaska Native","358.9","21",5759
"South Carolina","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","23",14500
"Louisiana","All Types of Cancer",2017,"Female","American Indian/Alaska Native","142.3","26",19961
"Vermont","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",1545
"Arizona","All Types of Cancer",2017,"Female","American Indian/Alaska Native","249.7","418",203557
"Washington","All Types of Cancer",2017,"Female","American Indian/Alaska Native","453.9","304",85010
"Ohio","All Types of Cancer",2017,"Female","American Indian/Alaska Native","107.6","24",21737
"North Dakota","All Types of Cancer",2017,"Female","American Indian/Alaska Native","628.2","91",22814
"New Jersey","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",30978
"New Hampshire","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",2441
"New York","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",112394
"Illinois","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",43016
"Wisconsin","All Types of Cancer",2017,"Female","American Indian/Alaska Native","545.3","163",37574
"Indiana","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","19",15948
"Massachusetts","All Types of Cancer",2017,"Female","American Indian/Alaska Native","129.5","22",19705
"Michigan","All Types of Cancer",2017,"Female","American Indian/Alaska Native","429.3","187",46507
"Connecticut","All Types of Cancer",2017,"Female","American Indian/Alaska Native","Data Suppressed","Data Suppressed",11379
