"Stabr","Area_name","PCTPOVALL_2019"
"VA","Winchester city",13.3
"WA","Washington",9.8
"WA","Adams County",16.8
"WA","Asotin County",13.8
"WA","Benton County",10.6
"WA","Chelan County",12.2
"WA","Clallam County",11.2
"WA","Clark County",9.2
"WA","Columbia County",12.3
"WA","Cowlitz County",12.6
"WA","Douglas County",10.9
"WA","Ferry County",18
"WA","Franklin County",13.5
"WA","Garfield County",12.9
"WA","Grant County",13.9
"WA","Grays Harbor County",13.1
"WA","Island County",7.3
"WA","Jefferson County",12.6
"WA","King County",7.7
"WA","Kitsap County",7.5
"WA","Kittitas County",14
"WA","Klickitat County",13.5
"WA","Lewis County",12.2
"WA","Lincoln County",9.1
"WA","Mason County",12.8
"WA","Okanogan County",16.4
"WA","Pacific County",13.5
"WA","Pend Oreille County",16.1
"WA","Pierce County",9.4
"WA","San Juan County",8.1
"WA","Skagit County",11.2
"WA","Skamania County",10.4
"WA","Snohomish County",7
"WA","Spokane County",12.9
"WA","Stevens County",14.9
"WA","Thurston County",9.1
"WA","Wahkiakum County",10.8
"WA","Walla Walla County",12.7
"WA","Whatcom County",12.7
"WA","Whitman County",26.3
"WA","Yakima County",16.7
"WV","West Virginia",16.2
"WV","Barbour County",18.4
"WV","Berkeley County",11
"WV","Boone County",18.9
"WV","Braxton County",18.3
"WV","Brooke County",12
"WV","Cabell County",18.5
"WV","Calhoun County",21.6
"WV","Clay County",22.5
"WV","Doddridge County",18.8
"WV","Fayette County",20.6
"WV","Gilmer County",25.5
"WV","Grant County",13.2
"WV","Greenbrier County",17.2
"WV","Hampshire County",14.6
"WV","Hancock County",12.5
"WV","Hardy County",14.2
"WV","Harrison County",11.1
"WV","Jackson County",16.7
"WV","Jefferson County",9.9
"WV","Kanawha County",16.3
"WV","Lewis County",19.5
"WV","Lincoln County",19.7
"WV","Logan County",21.9
"WV","McDowell County",33.8
"WV","Marion County",14.6
"WV","Marshall County",13.7
"WV","Mason County",15.5
"WV","Mercer County",18.7
"WV","Mineral County",12.5
"WV","Mingo County",27.3
"WV","Monongalia County",19.1
"WV","Monroe County",15.7
"WV","Morgan County",10.5
"WV","Nicholas County",18.8
"WV","Ohio County",14.1
"WV","Pendleton County",13.5
"WV","Pleasants County",13
"WV","Pocahontas County",16.1
"WV","Preston County",14.3
"WV","Putnam County",8.9
"WV","Raleigh County",17.4
"WV","Randolph County",16.8
"WV","Ritchie County",17.9
"WV","Roane County",19.4
"WV","Summers County",23.5
"WV","Taylor County",16.7
"WV","Tucker County",15.3
"WV","Tyler County",15.4
"WV","Upshur County",17.5
"WV","Wayne County",19.6
"WV","Webster County",21.8
"WV","Wetzel County",16.3
"WV","Wirt County",17.5
"WV","Wood County",14.1
"WV","Wyoming County",22.9
"WI","Wisconsin",10.4
"WI","Adams County",11.6
"WI","Ashland County",17.8
"WI","Barron County",8.9
"WI","Bayfield County",10.3
"WI","Brown County",9.9
"WI","Buffalo County",9.5
"WI","Burnett County",12.6
"WI","Calumet County",5.4
"WI","Chippewa County",8.8
"WI","Clark County",13.5
"WI","Columbia County",6.7
"WI","Crawford County",11.6
"WI","Dane County",9.4
"WI","Dodge County",8
"WI","Door County",9.3
"WI","Douglas County",11.5
"WI","Dunn County",11.7
"WI","Eau Claire County",10.6
"WI","Florence County",10.9
"WI","Fond du Lac County",7.3
"WI","Forest County",16.3
"WI","Grant County",13.4
"WI","Green County",6.4
"WI","Green Lake County",11.7
"WI","Iowa County",9.5
"WI","Iron County",12.7
"WI","Jackson County",12.4
"WI","Jefferson County",7.1
"WI","Juneau County",13.4
"WI","Kenosha County",9.8
"WI","Kewaunee County",7.4
"WI","La Crosse County",11.8
"WI","Lafayette County",11.3
"WI","Langlade County",13
"WI","Lincoln County",9.1
"WI","Manitowoc County",8.8
"WI","Marathon County",8.2
"WI","Marinette County",11.5
"WI","Marquette County",10
"WI","Menominee County",25.3
"WI","Milwaukee County",16.9
"WI","Monroe County",10.9
"WI","Oconto County",9.3
"WI","Oneida County",8.9
"WI","Outagamie County",7.1
"WI","Ozaukee County",4.5
"WI","Pepin County",9
"WI","Pierce County",9.8
"WI","Polk County",8.6
"WI","Portage County",11.8
"WI","Price County",14.9
"WI","Racine County",12.4
"WI","Richland County",12.5
"WI","Rock County",12.3
"WI","Rusk County",12.3
"WI","St. Croix County",5.9
"WI","Sauk County",10.2
"WI","Sawyer County",12.7
"WI","Shawano County",9.6
"WI","Sheboygan County",8.1
"WI","Taylor County",9.7
"WI","Trempealeau County",8.9
"WI","Vernon County",14.1
"WI","Vilas County",11.2
"WI","Walworth County",9.5
"WI","Washburn County",12.8
"WI","Washington County",5.1
"WI","Waukesha County",4.7
"WI","Waupaca County",8.8
"WI","Waushara County",12.4
"WI","Winnebago County",9.7
"WI","Wood County",10.7
"WY","Wyoming",9.9
"WY","Albany County",16
"WY","Big Horn County",12.1
"WY","Campbell County",7.7
"WY","Carbon County",11.7
"WY","Converse County",9.2
"WY","Crook County",8
"WY","Fremont County",12.9
"WY","Goshen County",13
"WY","Hot Springs County",10.9
"WY","Johnson County",9
"WY","Laramie County",9.5
"WY","Lincoln County",7
"WY","Natrona County",9.9
"WY","Niobrara County",15.1
"WY","Park County",10.3
"WY","Platte County",11.5
"WY","Sheridan County",8.5
"WY","Sublette County",7.2
"WY","Sweetwater County",8.3
"WY","Teton County",6
"WY","Uinta County",8.5
"WY","Washakie County",11.1
"WY","Weston County",10.5
